date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:02:47	33580/33580	---M--	200	added ('OK')	font/ttf	etag:%2239349e0a2b366f38e2672b45aded2030%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Main-Italic.47373d1e.ttf	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Main-Italic.47373d1e.ttf	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
13:02:48	26272/26272	---M--	200	added ('OK')	font/woff2	etag:%22f8a7f19f45060f7a177314855b8c7aa3%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Main-Regular.0462f03b.woff2	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Main-Regular.0462f03b.woff2	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
13:02:49	30772/30772	---M--	200	added ('OK')	font/woff	etag:%22f1cdb692ee31c10b37262caffced5271%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Main-Regular.7f51fe03.woff	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Main-Regular.7f51fe03.woff	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
13:02:49	53580/53580	---M--	200	added ('OK')	font/ttf	etag:%22818582dae57e6fac46202cfd844afabb%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Main-Regular.b7f8fe9b.ttf	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Main-Regular.b7f8fe9b.ttf	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
13:02:50	16400/16400	---M--	200	added ('OK')	font/woff2	etag:%221320454d951ec809a7dbccb4f23fccf0%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Math-BoldItalic.572d331f.woff2	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Math-BoldItalic.572d331f.woff2	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
13:02:51	18668/18668	---M--	200	added ('OK')	font/woff	etag:%2248155e43d9a284b54753e50e4ba586dc%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Math-BoldItalic.f1035d8d.woff	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Math-BoldItalic.f1035d8d.woff	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
13:02:51	31196/31196	---M--	200	added ('OK')	font/ttf	etag:%226589c4f1f587f73f0ad0af8ae35ccb53%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Math-BoldItalic.a879cf83.ttf	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Math-BoldItalic.a879cf83.ttf	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
13:02:52	16440/16440	---M--	200	added ('OK')	font/woff2	etag:%22d8b7a801bd87b324efcbae7394119c24%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Math-Italic.f28c23ac.woff2	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Math-Italic.f28c23ac.woff2	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
13:02:53	18748/18748	---M--	200	added ('OK')	font/woff	etag:%22ed7aea12d765f9e2d0f9bc7fa2be626c%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Math-Italic.5295ba48.woff	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Math-Italic.5295ba48.woff	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
13:02:54	31308/31308	---M--	200	added ('OK')	font/ttf	etag:%22fe5ed5875d95b18c98546cb4f47304ff%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Math-Italic.939bc644.ttf	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Math-Italic.939bc644.ttf	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
13:02:54	12216/12216	---M--	200	added ('OK')	font/woff2	etag:%22ad546b4719bcf690a3604944b90b7e42%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_SansSerif-Bold.8c5b5494.woff2	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_SansSerif-Bold.8c5b5494.woff2	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
13:02:55	14408/14408	---M--	200	added ('OK')	font/woff	etag:%220e897d27f063facef504667290e408bd%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_SansSerif-Bold.bf59d231.woff	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_SansSerif-Bold.bf59d231.woff	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
13:02:55	24504/24504	---M--	200	added ('OK')	font/ttf	etag:%22f2ac73121357210d91e5c3eaa42f72ea%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_SansSerif-Bold.94e1e8dc.ttf	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_SansSerif-Bold.94e1e8dc.ttf	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
13:02:55	12028/12028	---M--	200	added ('OK')	font/woff2	etag:%22e934cbc86e2d59ceaf04102c43dc0b50%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_SansSerif-Italic.3b1e59b3.woff2	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_SansSerif-Italic.3b1e59b3.woff2	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
13:02:56	14112/14112	---M--	200	added ('OK')	font/woff	etag:%22ef725de572b71381dccf53918e300744%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_SansSerif-Italic.7c9bc82b.woff	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_SansSerif-Italic.7c9bc82b.woff	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
13:02:56	22364/22364	---M--	200	added ('OK')	font/ttf	etag:%22f60b4a34842bb524b562df092917a542%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_SansSerif-Italic.b4c20c84.ttf	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_SansSerif-Italic.b4c20c84.ttf	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
13:02:57	10344/10344	---M--	200	added ('OK')	font/woff2	etag:%221ac3ed6ebe34e473519ca1da86f7a384%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_SansSerif-Regular.ba21ed5f.woff2	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_SansSerif-Regular.ba21ed5f.woff2	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
13:02:57	12316/12316	---M--	200	added ('OK')	font/woff	etag:%225f8637ee731482c44a37789723f5e499%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_SansSerif-Regular.74048478.woff	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_SansSerif-Regular.74048478.woff	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
13:02:58	19436/19436	---M--	200	added ('OK')	font/ttf	etag:%223243452ee6817acd761c9757aef93c29%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_SansSerif-Regular.d4d7ba48.ttf	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_SansSerif-Regular.d4d7ba48.ttf	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
13:02:58	9644/9644	---M--	200	added ('OK')	font/woff2	etag:%221b3161eb8cc67462d6e8c2fb96c68507%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Script-Regular.03e9641d.woff2	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Script-Regular.03e9641d.woff2	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
13:02:58	10588/10588	---M--	200	added ('OK')	font/woff	etag:%22a82fa2a7e18b8c7a1a9f6069844ebfb9%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Script-Regular.07505710.woff	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Script-Regular.07505710.woff	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
13:02:59	16648/16648	---M--	200	added ('OK')	font/ttf	etag:%22a189c37d73ffce63464635dc12cbbc96%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Script-Regular.fe9cbbe1.ttf	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Script-Regular.fe9cbbe1.ttf	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
13:02:59	5468/5468	---M--	200	added ('OK')	font/woff2	etag:%2282ef26dc680ba60d884e051c73d9a42d%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Size1-Regular.eae34984.woff2	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Size1-Regular.eae34984.woff2	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
13:03:00	6496/6496	---M--	200	added ('OK')	font/woff	etag:%224788ba5b6247e336f734b742fe9900d5%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Size1-Regular.e1e279cb.woff	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Size1-Regular.e1e279cb.woff	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
13:03:01	12228/12228	---M--	200	added ('OK')	font/ttf	etag:%220d8d9204004bdf126342605f7bbdffe6%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Size1-Regular.fabc004a.ttf	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Size1-Regular.fabc004a.ttf	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
13:03:01	5208/5208	---M--	200	added ('OK')	font/woff2	etag:%2295a1da914c20455a07b7c9e2dcf2836d%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Size2-Regular.5916a24f.woff2	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Size2-Regular.5916a24f.woff2	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
13:03:01	6188/6188	---M--	200	added ('OK')	font/woff	etag:%22b0628bfd27c979a09f702a2277979888%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Size2-Regular.57727022.woff	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Size2-Regular.57727022.woff	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
13:03:01	11508/11508	---M--	200	added ('OK')	font/ttf	etag:%221fdda0e59ed35495ebac28badf210574%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Size2-Regular.d6b476ec.ttf	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Size2-Regular.d6b476ec.ttf	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
13:03:02	3624/3624	---M--	200	added ('OK')	font/woff2	etag:%229108a400f4787cffdcc3a3b813401e6a%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Size3-Regular.b4230e7e.woff2	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Size3-Regular.b4230e7e.woff2	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
13:03:02	4420/4420	---M--	200	added ('OK')	font/woff	etag:%224de844d4552e941f6b9c38837a8d487b%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Size3-Regular.9acaf01c.woff	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Size3-Regular.9acaf01c.woff	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
13:03:02	7588/7588	---M--	200	added ('OK')	font/ttf	etag:%22963af864cbb10611ba33267ba7953777%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Size3-Regular.a144ef58.ttf	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Size3-Regular.a144ef58.ttf	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
13:03:03	4928/4928	---M--	200	added ('OK')	font/woff2	etag:%2261522cd3d9043622e235ab57762754f2%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Size4-Regular.10d95fd3.woff2	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Size4-Regular.10d95fd3.woff2	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
13:03:03	5980/5980	---M--	200	added ('OK')	font/woff	etag:%223045a61f722bc4b198450ce69b3e3824%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Size4-Regular.7a996c9d.woff	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Size4-Regular.7a996c9d.woff	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
13:03:03	10364/10364	---M--	200	added ('OK')	font/ttf	etag:%2227a23ee69999affa55491c7dab8e53bf%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Size4-Regular.fbccdabe.ttf	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Size4-Regular.fbccdabe.ttf	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
13:03:04	13568/13568	---M--	200	added ('OK')	font/woff2	etag:%22b8b8393d2e65fcebda5fa99fa3264f41%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Typewriter-Regular.a8709e36.woff2	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Typewriter-Regular.a8709e36.woff2	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
13:03:04	16028/16028	---M--	200	added ('OK')	font/woff	etag:%220e0460587676d22eae09accd6dcfebc6%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Typewriter-Regular.6258592b.woff	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Typewriter-Regular.6258592b.woff	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
13:03:05	27556/27556	---M--	200	added ('OK')	font/ttf	etag:%226bf4287568e1d3004b54d5d60f9f08f9%22	https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Typewriter-Regular.d97aaf4a.ttf	C:/My%20Web%20Sites/Program%20gmb/program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/media/KaTeX_Typewriter-Regular.d97aaf4a.ttf	(from https://program-pembelajaran-gmb-76c1rz4.gamma.site/_next/static/css/7f1bf32feb6a8541.css)
